sourcetype,kind,cim_field,fdr_field,events,detail
crowdstrike:events:sensor,EVAL,service_path,"AND,CommandLine,ImageFileName,ServiceImagePath,TaskExecCommand",CreateService;HostedServiceStarted;ModifyServiceBinary;ScheduledTaskRegistered;ServiceStarted,"case(event_simpleName=""ServiceStarted"" AND event_platform=""Win"", mvindex(split(CommandLine, "" ""), 0),  event_simpleName IN (""ScheduledTaskRegistered"") AND event_platform=""Win"", TaskExecCommand,  event_simpleName IN (""ModifyServiceBinary"", ""CreateServ"
crowdstrike:events:sensor,EVAL,severity,,QuarantinedFile;QuarantinedFileState,"case(event_simpleName IN (""QuarantinedFileState"", ""QuarantinedFile""), ""informational"")"
crowdstrike:events:sensor,EVAL,signature,,AssociateIndicator;DnsRequest;ScriptControlDetectInfo;ScriptControlScanInfo,"case(event_simpleName IN (""DnsRequest"", ""AssociateIndicator"", ""ScriptControlScanInfo"", ""ScriptControlDetectInfo""), name)"
crowdstrike:events:sensor,EVAL,signature_id,"AND,PatternId",QuarantinedFile,"case(event_simpleName=""QuarantinedFile"" AND event_platform=""Win"", PatternId)"
crowdstrike:events:sensor,LOOKUP,src,src_aid,,LOOKUP-crowdstrike_ta_cim_src via crowdstrike_ta_host_resolution_lookup (ComputerName)
crowdstrike:events:sensor,EVAL,src,"ClientComputerName,LocalAddressIP4,LocalAddressIP6,RemoteAddressIP4,RemoteAddressIP6",AssociateIndicator;CriticalEnvironmentVariableChanged;DnsRequest;FileRenameInfo;InstalledApplication;NetworkCloseIP4;NetworkCloseIP6;NetworkConnectIP4;NetworkConnectIP6;NetworkListenIP4;NetworkListenIP6;NetworkReceiveAcceptIP4;NetworkReceiveAcceptIP6;ScriptControlDetectInfo;ScriptControlScanInfo;UserLogoff;UserLogon;UserLogonFailed;UserLogonFailed2,"case(event_simpleName IN (""FileRenameInfo"", ""UserLogoff"", ""UserLogonFailed"", ""DnsRequest"", ""InstalledApplication"", ""CriticalEnvironmentVariableChanged"", ""UserLogon"", ""AssociateIndicator"", ""ScriptControlDetectInfo"", ""ScriptControlScanInfo""), coalesce("
crowdstrike:events:sensor,EVAL,src_aid,AND,AsepKeyUpdate;AsepValueUpdate;AssociateIndicator;CommandHistory;CreateService;CriticalEnvironmentVariableChanged;CriticalFileAccessed;DirectoryCreate;DnsRequest;DriverLoad;ELFFileWritten;EndOfProcess;ExecutableDeleted;FileCreateInfo;FileOpenInfo;FileRenameInfo;HostInfo;HostedServiceStarted;ImageHash;InjectedThread;InstalledApplication;InstanceMetadata;KernelModeLoadImage;LFODownloadConfirmation;ModifyServiceBinary;NewExecutableRenamed;NewExecutableWritten;NewScriptWritten;OsVersionInfo;PackedExecutableWritten;PeFileWritten;PeVersionInfo;PrivilegedProcessHandleFromUnsignedModule;ProcessBlocked;ProcessRollup2;ProcessRollup2Stats;QuarantinedFile;QuarantinedFileState;RarFileWritten;ScheduledTaskRegistered;ScreenshotTakenEtw;ScriptControlDetectInfo;ScriptControlScanInfo;SensitiveWmiQuery;ServiceStarted;SyntheticProcessRollup2;SystemCapacity;UserIdentity;UserLogoff;UserLogon;UserLogonFailed;UserLogonFailed2;WmiCreateProcess,"case(isnull(device_hostname) AND isnull(aid_computer_name) AND event_simpleName IN (""ScreenshotTakenEtw"", ""WmiCreateProcess"", ""InjectedThread"", ""DriverLoad"", ""AsepValueUpdate"", ""AsepKeyUpdate"", ""SensitiveWmiQuery"", ""NewExecutableRenamed"", ""HostedServ"
crowdstrike:events:sensor,EVAL,src_ip,,LocalIpAddressIP4;LocalIpAddressIP6;ScriptControlDetectInfo;ScriptControlScanInfo;UserLogon;UserLogonFailed2,"case(event_simpleName IN (""LocalIpAddressIP4"", ""LocalIpAddressIP6"", ""UserLogon"", ""ScriptControlDetectInfo"", ""ScriptControlScanInfo"", ""UserLogonFailed2""), aip)"
crowdstrike:events:sensor,EVAL,src_nt_domain,LogonDomain,UserLogoff;UserLogon,"case(event_simpleName IN (""UserLogon"", ""UserLogoff""), LogonDomain)"
crowdstrike:events:sensor,EVAL,src_port,"LocalPort,RemotePort",NetworkCloseIP4;NetworkCloseIP6;NetworkConnectIP4;NetworkConnectIP6;NetworkListenIP4;NetworkListenIP6;NetworkReceiveAcceptIP4;NetworkReceiveAcceptIP6,"case(event_simpleName IN (""NetworkConnectIP4"", ""NetworkCloseIP4"", ""NetworkCloseIP6"", ""NetworkConnectIP6""), LocalPort,  event_simpleName IN (""NetworkListenIP4"", ""NetworkListenIP6"", ""NetworkReceiveAcceptIP4"", ""NetworkReceiveAcceptIP6""), RemotePort)"
crowdstrike:events:sensor,EVAL,src_user,"UID,UserSid",UserLogoff,"case(event_simpleName=""UserLogoff"", coalesce(UserSid, UID))"
crowdstrike:events:sensor,EVAL,src_user_id,UserSid,UserLogon;UserLogonFailed,"case(event_simpleName IN (""UserLogon"", ""UserLogonFailed""), UserSid)"
crowdstrike:events:sensor,EVAL,src_user_name,UserName,UserLogoff,"case(event_simpleName=""UserLogoff"", UserName)"
crowdstrike:events:sensor,EVAL,src_user_type,UserIsAdmin,UserLogoff;UserLogon;UserLogonFailed2,"case(event_simpleName IN (""UserLogoff"", ""UserLogon"", ""UserLogonFailed2""), if(UserIsAdmin=""1"", ""admin"", ""user""))"
crowdstrike:events:sensor,EVAL,state,Protocol,NetworkCloseIP4;NetworkCloseIP6;NetworkConnectIP4;NetworkConnectIP6;NetworkListenIP4;NetworkListenIP6;NetworkReceiveAcceptIP4;NetworkReceiveAcceptIP6,"case(event_simpleName IN (""NetworkCloseIP6"", ""NetworkCloseIP4""), ""closed"",  event_simpleName IN (""NetworkConnectIP4"", ""NetworkConnectIP6"", ""NetworkReceiveAcceptIP4"", ""NetworkReceiveAcceptIP6""), if(Protocol=""6"", ""established"", ""open""),  event_simpleNa"
crowdstrike:events:sensor,EVAL,status,AND,AsepKeyUpdate;AsepValueUpdate;CreateService;CriticalEnvironmentVariableChanged;FileRenameInfo;HostedServiceStarted;InstalledApplication;ModifyServiceBinary;NewExecutableRenamed;ScheduledTaskRegistered;SensitiveWmiQuery;ServiceStarted;UserIdentity;UserLogoff,"case(event_simpleName = ""UserIdentity"", ""logged on"",  event_simpleName IN (""HostedServiceStarted"", ""ModifyServiceBinary"", ""CreateService"", ""ServiceStarted"", ""ScheduledTaskRegistered"") AND event_platform = ""Win"", ""started"",  event_simpleName IN (""Asep"
crowdstrike:events:sensor,EVAL,transaction_id,,DnsRequest,"case(event_simpleName=""DnsRequest"", id)"
crowdstrike:events:sensor,LOOKUP,transport,Protocol,,LOOKUP-crowdstrike_ta_resolve_transport via crowdstrike_ta_lookup_Protocol (Protocol_lc_meaning)
crowdstrike:events:sensor,EVAL,transport_dest_port,"LocalPort,RemotePort",NetworkCloseIP4;NetworkCloseIP6;NetworkConnectIP4;NetworkConnectIP6;NetworkListenIP4;NetworkListenIP6;NetworkReceiveAcceptIP4;NetworkReceiveAcceptIP6,"case(event_simpleName IN (""NetworkConnectIP4"", ""NetworkCloseIP4"", ""NetworkCloseIP6"", ""NetworkConnectIP6""), json_extract(lookup(""crowdstrike_ta_lookup_Protocol"", json_object(""Protocol"", Protocol), json_array(""Protocol_lc_meaning"")), ""Protocol_lc_meani"
crowdstrike:events:sensor,EVAL,type,,AssociateIndicator;ScriptControlDetectInfo;ScriptControlScanInfo,"case(event_simpleName=""ScriptControlScanInfo"", ""event"", event_simpleName IN (""ScriptControlDetectInfo"", ""AssociateIndicator""), ""alert"")"
crowdstrike:events:sensor,EVAL,url_domain,DownloadServer,LFODownloadConfirmation,"case(event_simpleName=""LFODownloadConfirmation"", DownloadServer)"
crowdstrike:events:sensor,EVAL,user,"UID,UserName,UserPrincipal,UserSid",AssociateIndicator;CreateService;CriticalFileAccessed;EndOfProcess;HostedServiceStarted;NewScriptWritten;PeFileWritten;ProcessRollup2;ScheduledTaskRegistered;ScreenshotTakenEtw;SensitiveWmiQuery;ServiceStarted;SyntheticProcessRollup2;UserIdentity;UserLogoff;UserLogon;UserLogonFailed;UserLogonFailed2;WmiCreateProcess,"case(event_simpleName = ""PeFileWritten"", UserName,  event_simpleName = ""UserLogon"", coalesce(if(UserPrincipal="""", UserName, UserPrincipal), UserName),  event_simpleName IN (""SensitiveWmiQuery"", ""HostedServiceStarted"", ""CreateService"", ""ScheduledTaskR"
crowdstrike:events:sensor,EVAL,user_id,"FileOperatorSid,UID,UserSid",CommandHistory;EndOfProcess;FileRenameInfo;ImageHash_Win;PeFileWritten;PrivilegedProcessHandleFromUnsignedModule;ProcessBlocked;ProcessRollup2;SyntheticProcessRollup2;UserIdentity;UserLogoff;UserLogon;UserLogonFailed;UserLogonFailed2,"case(event_simpleName IN (""UserIdentity"",""UserLogon"",""UserLogonFailed"",""UserLogonFailed2"",""UserLogoff"",""ProcessRollup2"", ""EndOfProcess"", ""SyntheticProcessRollup2"",""ImageHash_Win"",""CommandHistory"",""ProcessBlocked"",""PrivilegedProcessHandleFromUnsignedM"
crowdstrike:events:sensor,EVAL,user_name,UserName,UserLogoff,"case(event_simpleName = ""UserLogoff"", UserName)"
crowdstrike:events:sensor,EVAL,user_type,"SYSTEM,UserIsAdmin,UserLogonFlags,UserName",SensitiveWmiQuery;UserLogoff;UserLogon;UserLogonFailed;UserLogonFailed2,"case(event_simpleName=""UserLogonFailed"", if(UserLogonFlags=""2"", ""admin"", ""user""),  event_simpleName IN (""UserLogon"", ""UserLogoff"", ""UserLogonFailed2""), if(UserIsAdmin=""1"", ""admin"", ""user""),  event_simpleName=""SensitiveWmiQuery"",  if(like(UserName,""%S"
crowdstrike:events:sensor,LOOKUP,userinfo_account_type,UserSid,,LOOKUP-crowdstrike_ta_userinfo_resolution_for_security_events via crowdstrike_ta_build_userinfo_resolution_lookup (AccountType)
crowdstrike:events:sensor,LOOKUP,userinfo_user,UserSid,,LOOKUP-crowdstrike_ta_userinfo_resolution_for_security_events via crowdstrike_ta_build_userinfo_resolution_lookup (User)
crowdstrike:events:sensor,LOOKUP,userinfo_user_name,UserSid,,LOOKUP-crowdstrike_ta_userinfo_resolution_for_security_events via crowdstrike_ta_build_userinfo_resolution_lookup (UserName)
crowdstrike:events:sensor,EVAL,vendor_account,"CrowdStrike,FDR",UserLogon;UserLogonFailed;UserLogonFailed2,"case(event_simpleName IN (""UserLogon"", ""UserLogonFailed"", ""UserLogonFailed2""), ""CrowdStrike FDR"")"
crowdstrike:events:sensor,EVAL,vendor_product,"CrowdStrike,FDR",,"""CrowdStrike FDR"""
crowdstrike:events:sensor,EVAL,version,"AND,OSVersionString,ProductName",InstanceMetadata;OsVersionInfo,"case(event_simpleName = ""OsVersionInfo"" AND event_platform != ""Win"", OSVersionString, event_simpleName = ""OsVersionInfo"" AND event_platform = ""Win"", ProductName, event_simpleName=""InstanceMetadata"", json_extract(InstanceMetadata,""version""))"
